Date,Time,PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Next_5_days_C6H6(GT),Next_10_days_C6H6(GT)
12/22/2004,23:00:00,956,5.7,796,915,861,1084,4.5,43.9,0.3728,3.2,5.2
12/23/2004,0:00:00,973,5.4,785,916,883,1086,5.2,44.1,0.3939,4.1,5.2
12/23/2004,1:00:00,952,5.5,790,921,896,1038,4.3,46.4,0.3896,3.1,4.3
12/23/2004,2:00:00,969,5.2,773,889,914,1064,3,52.5,0.4021,2.9,3.6
12/23/2004,3:00:00,919,3.7,693,955,882,979,2.3,56.3,0.4134,3,4.5
12/23/2004,4:00:00,874,3.1,657,985,867,930,1.5,61.4,0.4235,2.5,3.3
12/23/2004,5:00:00,806,1.6,554,1206,807,783,4,50.4,0.4154,0.9,2.7
12/23/2004,6:00:00,874,2.5,623,1096,847,831,2.8,55.2,0.4177,1.8,2.4
12/23/2004,7:00:00,961,5.3,779,917,960,983,1.2,61.4,0.4159,6.6,2.6
12/23/2004,8:00:00,1195,13.4,1096,668,1166,1315,1.4,61.3,0.4208,15.3,3.4
12/23/2004,9:00:00,1184,15,1148,651,1178,1389,2.2,58.1,0.4218,23.4,3.9
12/23/2004,10:00:00,1135,12.8,1076,685,1120,1396,4.3,49.4,0.4138,15.3,4.9
12/23/2004,11:00:00,1211,15.9,1177,620,1221,1585,6.6,42.5,0.416,9.2,7.5
12/23/2004,12:00:00,1228,15.9,1178,621,1202,1628,8,38.3,0.4133,10.4,7.1
12/23/2004,13:00:00,1247,16.3,1188,598,1237,1692,9.1,36.1,0.4172,14.8,9.6
12/23/2004,14:00:00,1336,18.6,1256,567,1320,1828,10,34.7,0.4259,14.6,6.5
12/23/2004,15:00:00,1205,12.8,1079,652,1168,1476,11,33,0.4331,10.7,5.5
12/23/2004,16:00:00,1305,17.9,1238,565,1325,1640,11.3,33.6,0.4504,15.5,10.5
12/23/2004,17:00:00,1568,29,1528,455,1661,2046,9.4,41.3,0.4888,14.9,8.9
12/23/2004,18:00:00,1630,33.1,1622,421,1757,2238,8,45.9,0.4936,12.4,8.8
12/23/2004,19:00:00,1704,36.1,1689,402,1820,2480,7.1,50.3,0.51,11.2,10.5
12/23/2004,20:00:00,1701,36.3,1692,402,1832,2415,6.2,56.9,0.5419,11.3,13
12/26/2004,1:00:00,1161,6,810,775,1281,958,11.6,80,1.0924,4.8,5.6
12/26/2004,2:00:00,1053,3.5,680,890,1166,807,11.3,80.1,1.0741,3,8.1
12/26/2004,3:00:00,916,1.5,541,1143,1064,536,11.7,74.1,1.0167,1.2,8.5
12/26/2004,4:00:00,900,1.2,522,1242,1070,471,10.8,78.7,1.0202,0.4,7.7
12/26/2004,5:00:00,855,0.8,479,1319,1068,450,10.7,81.5,1.0497,0.4,6.8
12/26/2004,6:00:00,848,0.7,464,1425,1062,438,10.9,80.3,1.0444,0.6,8.1
12/26/2004,7:00:00,873,0.9,485,1305,1083,512,10.7,80.7,1.0377,1.1,11.1
12/26/2004,8:00:00,945,1.8,569,1140,1135,632,10.5,81.8,1.0416,1.6,16.4
12/26/2004,9:00:00,1003,2.5,618,1003,1159,754,10.4,82.9,1.0419,3.1,21.6
12/26/2004,10:00:00,1041,3.1,659,908,1188,792,10.6,82.1,1.0451,5.6,19.3
12/26/2004,11:00:00,1036,3.5,685,942,1168,776,11.5,72.6,0.9846,4.5,22.9
12/26/2004,12:00:00,1124,5.7,799,775,1231,969,12.8,65.5,0.964,3.8,25.3
12/26/2004,13:00:00,1130,5.8,803,772,1230,975,13.9,60.9,0.9644,6.2,25.2
12/26/2004,14:00:00,991,2.7,632,981,1114,637,14.9,57.9,0.9726,5.6,13.2
12/26/2004,15:00:00,988,2.2,596,1056,1118,541,14.8,63.5,1.0592,4.1,13.9
12/26/2004,16:00:00,1163,5.8,801,772,1288,876,13.6,68.9,1.0699,5.6,13.8
12/26/2004,17:00:00,1226,6.9,853,725,1307,1029,13.6,68.9,1.0661,7.6,13.5
12/26/2004,18:00:00,1286,9.1,942,687,1362,1103,13.5,67.1,1.0357,6.1,13.5
12/26/2004,19:00:00,1423,14,1116,553,1531,1369,12.3,75.4,1.0768,5.3,15
12/26/2004,20:00:00,1408,13.1,1088,560,1504,1381,11.7,80,1.0938,5.3,14.9
12/26/2004,21:00:00,1178,7.2,866,700,1342,1094,11.8,82.7,1.1381,5.5,11.9
12/26/2004,22:00:00,985,3.8,701,877,1187,835,11.8,77.5,1.0741,5.6,9.2
12/26/2004,23:00:00,1113,5.2,776,828,1217,881,12,72.3,1.0095,4.6,6
12/27/2004,0:00:00,1178,7.4,873,700,1328,987,11.2,79.6,1.0587,4.2,5.6
12/27/2004,1:00:00,1024,3.9,705,876,1168,807,11.5,74.2,1.0063,8.8,5.4
12/27/2004,2:00:00,954,2.7,630,988,1107,664,11.6,68.9,0.9411,7.5,5.4
12/27/2004,3:00:00,875,1.5,548,1165,1049,525,11.5,67.4,0.9106,7.6,3.5
12/27/2004,4:00:00,877,1.3,526,1171,1023,496,11.7,64.6,0.8888,5.6,2.5
12/27/2004,5:00:00,826,0.7,465,1322,978,433,11.9,61.1,0.8527,4.8,3.4
12/27/2004,6:00:00,862,1.4,535,1193,1020,524,12.5,57.3,0.8269,5.3,1.8
12/27/2004,7:00:00,938,3,653,970,1100,747,12.3,60.1,0.8562,4.5,2.6
12/27/2004,8:00:00,1205,9.1,943,688,1361,1052,11.5,68.7,0.9302,3,4
12/27/2004,9:00:00,1171,10,978,637,1374,1092,12.5,63.2,0.9113,3,6.2
12/27/2004,10:00:00,1131,8.6,926,684,1324,1036,12.9,63.2,0.9335,4.7,5.8
12/27/2004,11:00:00,1074,6.4,832,748,1230,934,13.5,59.9,0.9261,5.4,6.3
12/27/2004,12:00:00,1062,6.2,822,764,1228,917,13.4,61.3,0.9379,7.4,5.9
12/27/2004,13:00:00,1045,5.7,800,796,1193,839,14.4,57.1,0.9309,8.4,8.5
12/27/2004,14:00:00,1034,5,763,840,1192,761,15,57.2,0.9698,8.9,6.2
12/27/2004,15:00:00,1186,8,899,695,1332,926,12.4,72.6,1.0422,7.9,6.4
12/27/2004,16:00:00,1256,10.5,996,625,1417,1104,12.8,73.6,1.0851,7.7,7.9
12/27/2004,17:00:00,1138,6.9,854,735,1276,911,13.3,68.2,1.0356,12.1,7.7
12/27/2004,18:00:00,1138,7.8,891,721,1295,918,13.4,66.6,1.0187,16.6,8.9
12/27/2004,19:00:00,1114,8,899,710,1279,948,13.3,63.6,0.9661,11.4,12.4
12/27/2004,20:00:00,1107,8.1,905,705,1288,966,12.9,62.4,0.9258,7.9,11.3
12/27/2004,21:00:00,1117,7.5,876,706,1264,1057,12.4,64.7,0.9266,8.1,8.4
12/27/2004,22:00:00,1090,6,812,753,1213,1001,12.1,65.6,0.9222,6.4,7.3
12/27/2004,23:00:00,954,3.2,665,916,1119,777,11.3,69.8,0.932,5.2,5.9
12/28/2004,0:00:00,987,4.1,715,884,1145,797,11,68.7,0.9001,5.2,4.3
12/28/2004,1:00:00,969,3.1,659,945,1082,691,11.1,65.3,0.8601,4.3,3.6
12/28/2004,2:00:00,939,2.9,648,949,1084,680,10.2,66.9,0.8323,3.6,3.1
12/28/2004,3:00:00,961,3,654,925,1084,755,9.5,70.1,0.8343,4.5,2.5
12/28/2004,4:00:00,916,2.5,623,962,1064,725,9.8,69.4,0.8397,3.3,2.5
12/28/2004,5:00:00,835,0.9,484,1266,961,432,10.7,62.5,0.802,2.7,1.4
12/28/2004,6:00:00,885,1.8,572,1081,1031,612,10.4,64.8,0.8138,2.4,1.8
12/28/2004,7:00:00,1088,6.6,839,760,1236,951,9.7,73.1,0.8772,2.6,3.1
12/28/2004,8:00:00,1358,15.3,1158,529,1537,1326,9.3,77,0.9018,3.4,7.6
12/28/2004,9:00:00,1456,23.4,1389,443,1808,1504,9.1,77.1,0.8947,3.9,15.3
12/28/2004,10:00:00,1274,15.3,1159,545,1493,1326,10.6,67.9,0.8666,4.9,9.3
12/28/2004,11:00:00,1092,9.2,946,691,1234,1043,12.7,56.7,0.8304,7.5,11
12/28/2004,12:00:00,1111,10.4,993,662,1287,1058,13,53.9,0.8029,7.1,10.6
12/28/2004,13:00:00,1177,14.8,1143,574,1443,1205,13.9,49,0.7727,9.6,11.4
12/28/2004,14:00:00,1199,14.6,1138,581,1452,1203,14.4,49.2,0.8027,6.5,13.1
12/28/2004,15:00:00,1121,10.7,1003,656,1323,1058,14.3,48.6,0.79,5.5,14.8
12/28/2004,16:00:00,1252,15.5,1164,559,1474,1257,13.6,52.8,0.8177,10.5,16.5
12/28/2004,17:00:00,1233,14.9,1144,575,1436,1271,13.1,54.3,0.8167,8.9,16.5
12/28/2004,18:00:00,1215,12.4,1063,616,1370,1214,12.4,59.3,0.853,8.8,21.5
12/28/2004,19:00:00,1193,11.2,1020,645,1340,1135,12.1,61.5,0.8677,10.5,22.2
12/28/2004,20:00:00,1195,11.3,1026,637,1342,1150,12,60.8,0.852,13,20.5
12/31/2004,1:00:00,930,4.8,752,889,981,820,6.9,50.3,0.5029,5.6,7.4
12/31/2004,2:00:00,861,3,654,995,919,632,6.7,50.7,0.4998,8.1,3.9
12/31/2004,3:00:00,783,1.2,522,1241,832,458,7.6,46.4,0.4869,8.5,2.1
12/31/2004,4:00:00,744,0.4,431,1539,778,345,7.4,45.7,0.4714,7.7,1.3
12/31/2004,5:00:00,753,0.4,426,1568,792,337,6.9,49.3,0.4913,6.8,1.8
12/31/2004,6:00:00,787,0.6,452,1400,823,370,7.8,48.1,0.5095,8.1,3
12/31/2004,7:00:00,820,1.1,506,1221,871,466,8.1,47.8,0.5157,11.1,6.7
12/31/2004,8:00:00,840,1.6,552,1152,893,510,8.5,46.7,0.5191,16.4,21
12/31/2004,9:00:00,897,3.1,656,953,964,641,8.9,44.1,0.5039,21.6,21.4
12/31/2004,10:00:00,989,5.6,793,815,1052,862,9.4,42.5,0.5038,19.3,16.1
12/31/2004,11:00:00,909,4.5,737,909,941,753,10.8,36.3,0.4712,22.9,16.4
12/31/2004,12:00:00,865,3.8,697,1002,883,589,11.9,30.6,0.4264,25.3,14.8
12/31/2004,13:00:00,924,6.2,821,899,955,704,12.2,29.7,0.4205,25.2,20.1
12/31/2004,14:00:00,912,5.6,794,885,943,731,12,31.1,0.434,13.2,19.3
12/31/2004,15:00:00,872,4.1,717,991,882,592,12.7,28.4,0.416,13.9,19.3
12/31/2004,16:00:00,917,5.6,794,907,946,740,13.3,27.5,0.4185,13.8,17.4
12/31/2004,17:00:00,962,7.6,883,818,996,896,11.4,30.8,0.4148,13.5,17
12/31/2004,18:00:00,932,6.1,817,883,942,854,9.8,34,0.4112,13.5,17.1
12/31/2004,19:00:00,930,5.3,781,933,906,866,9.3,33.6,0.3958,15,16.4
12/31/2004,20:00:00,962,5.3,780,919,909,884,9.6,32.3,0.3871,14.9,17.3
12/31/2004,21:00:00,974,5.5,790,915,895,951,9.1,32.5,0.3766,11.9,14.6
12/31/2004,22:00:00,1055,5.6,791,845,936,1195,9.1,37.2,0.431,9.2,11.9
12/31/2004,23:00:00,1003,4.6,744,882,899,1138,7.8,38.4,0.4085,6,7.3
1/1/2005,0:00:00,1046,4.2,724,848,898,1201,8.2,40.1,0.4375,5.6,7.7
1/1/2005,1:00:00,1275,8.8,930,649,1024,1617,5.3,50.7,0.4564,5.4,4.9
1/1/2005,2:00:00,1173,7.5,878,738,1002,1355,5.9,50,0.4689,5.4,3.9
1/1/2005,3:00:00,1163,7.6,881,748,1001,1296,4.9,53.9,0.4693,3.5,2.1
1/1/2005,4:00:00,1054,5.6,791,830,967,1131,4.3,55.3,0.465,2.5,2.9
1/1/2005,5:00:00,1004,4.8,753,879,942,1036,4.2,57.1,0.4759,3.4,2.6
1/1/2005,6:00:00,1001,5.3,777,859,954,1009,3.5,58.3,0.4636,1.8,3.3
1/1/2005,7:00:00,974,4.5,736,888,945,966,3,60.7,0.4667,2.6,5.2
1/1/2005,8:00:00,915,3,653,973,905,901,2.6,63.2,0.4721,4,19
1/1/2005,9:00:00,939,3,649,996,897,879,3.9,59,0.4807,6.2,26.5
1/1/2005,10:00:00,973,4.7,748,878,968,991,4.7,57.2,0.4932,5.8,15.3
1/1/2005,11:00:00,1011,5.4,782,846,992,1019,6.8,48.6,0.4822,6.3,15.6
1/1/2005,12:00:00,1097,7.4,875,778,1080,1151,8.6,43.6,0.4887,5.9,16.4
1/1/2005,13:00:00,1149,8.4,914,742,1072,1242,9.5,41.2,0.4908,8.5,16.1
1/1/2005,14:00:00,1117,8.9,934,721,1075,1206,10.9,35.9,0.468,6.2,18.8
1/1/2005,15:00:00,1085,7.9,896,760,1049,1138,12.5,32.3,0.467,6.4,18
1/1/2005,16:00:00,1102,7.7,885,772,1051,1142,12.8,32.6,0.4814,7.9,20.1
1/1/2005,17:00:00,1281,12.1,1053,659,1192,1438,10.9,39.7,0.5166,7.7,17.6
1/1/2005,18:00:00,1472,16.6,1198,555,1344,1735,9,51.8,0.5961,8.9,19.3
1/1/2005,19:00:00,1328,11.4,1029,637,1188,1611,8.1,54.1,0.5882,12.4,19.7
1/1/2005,20:00:00,1198,7.9,897,720,1072,1436,7.8,54.6,0.5786,11.3,24.5
1/1/2005,21:00:00,1176,8.1,905,718,1104,1389,6.2,59.6,0.5698,8.4,18.4
1/1/2005,22:00:00,1118,6.4,830,765,1058,1313,5.7,59.9,0.5523,7.3,16.6
1/1/2005,23:00:00,1091,5.2,773,820,1003,1232,5.6,59.7,0.5463,5.9,16.2
1/2/2005,0:00:00,1078,5.2,775,809,1012,1195,4.7,62.9,0.5424,4.3,9.6
1/2/2005,1:00:00,1043,4.3,726,875,972,1107,4.5,63.5,0.5411,3.6,11.4
1/2/2005,2:00:00,992,3.6,685,916,963,1035,4.5,63.6,0.5414,3.1,9.1
1/2/2005,3:00:00,1004,4.5,739,868,1004,1030,3.1,70,0.5388,2.5,4.3
1/2/2005,4:00:00,947,3.3,673,929,974,929,3.2,68.3,0.531,2.5,4.2
1/2/2005,5:00:00,923,2.7,634,984,943,875,3.1,69.2,0.5337,1.4,4.7
1/2/2005,6:00:00,911,2.4,613,992,934,861,2.4,71.9,0.5288,1.8,7.3
1/2/2005,7:00:00,924,2.6,629,994,941,852,3.1,68.7,0.5317,3.1,9.3
1/2/2005,8:00:00,954,3.4,674,940,981,891,2.1,73.1,0.5289,7.6,17.8
1/2/2005,9:00:00,960,3.9,704,887,1003,947,3.3,68.2,0.5346,15.3,20.1
1/2/2005,10:00:00,1016,4.9,760,835,1044,1016,4.1,65.8,0.5451,9.3,19.6
1/2/2005,11:00:00,1139,7.5,879,753,1092,1201,6.6,56.6,0.5528,11,16.5
1/2/2005,12:00:00,1130,7.1,860,752,1058,1218,8,51.2,0.5516,10.6,17.3
1/2/2005,13:00:00,1237,9.6,962,685,1138,1385,10.3,44.9,0.5612,11.4,17.7
1/2/2005,14:00:00,1159,6.5,837,742,1087,1311,12.3,41.7,0.5961,13.1,15.2
1/2/2005,15:00:00,1124,5.5,790,791,1071,1206,13.5,41.3,0.6342,14.8,18.2
1/2/2005,16:00:00,1312,10.5,998,640,1249,1473,13.4,43.1,0.66,16.5,17.2
1/2/2005,17:00:00,1246,8.9,936,665,1182,1460,9.9,53.3,0.6504,16.5,17.6
1/2/2005,18:00:00,1232,8.8,931,674,1171,1627,8.9,54.6,0.6226,21.5,25.4
1/2/2005,19:00:00,1286,10.5,996,644,1217,1827,8.9,54.8,0.6244,22.2,28.4
1/2/2005,20:00:00,1347,13,1084,582,1290,2004,8.3,58.2,0.6391,20.5,27.5
1/5/2005,1:00:00,1135,5.6,792,727,1170,1151,9.5,69.5,0.8261,7.4,7.5
1/5/2005,2:00:00,1188,8.1,901,657,1261,1185,9.1,70.9,0.8176,3.9,6.2
1/5/2005,3:00:00,1242,8.5,921,626,1219,1374,8.1,72.1,0.7798,2.1,5.1
1/5/2005,4:00:00,1219,7.7,889,649,1186,1405,7.9,72.1,0.7679,1.3,4.8
1/5/2005,5:00:00,1187,6.8,850,653,1169,1383,7.6,72.7,0.7598,1.8,3.1
1/5/2005,6:00:00,1225,8.1,904,644,1194,1460,7.5,71.7,0.7439,3,2.8
1/5/2005,7:00:00,1333,11.1,1019,576,1275,1612,7.9,70.6,0.7562,6.7,4.3
1/5/2005,8:00:00,1489,16.4,1193,497,1475,1776,8.6,69,0.7732,21,9.7
1/5/2005,9:00:00,1596,21.6,1341,436,1672,1991,9.1,67.5,0.7831,21.4,10.9
1/5/2005,10:00:00,1585,19.3,1277,456,1567,1944,9.8,65.8,0.7967,16.1,10.6
1/5/2005,11:00:00,1674,22.9,1376,438,1643,2098,11.2,61.9,0.8226,16.4,10
1/5/2005,12:00:00,1741,25.3,1438,416,1741,2159,12.8,60.1,0.882,14.8,11.6
1/5/2005,13:00:00,1680,25.2,1434,417,1790,2005,13.4,62.4,0.9513,20.1,15.6
1/5/2005,14:00:00,1295,13.2,1090,553,1479,1441,14.3,61.2,0.9941,19.3,18.1
1/5/2005,15:00:00,1288,13.9,1112,560,1492,1380,14.6,59.6,0.9824,19.3,12.3
1/5/2005,16:00:00,1281,13.8,1111,553,1483,1409,14.2,60,0.9684,17.4,11.4
1/5/2005,17:00:00,1310,13.5,1099,559,1481,1445,13.8,62.6,0.9862,17,15.2
1/5/2005,18:00:00,1276,13.5,1099,559,1504,1388,13.6,64,0.9891,17.1,17.4
1/5/2005,19:00:00,1312,15,1148,532,1525,1411,13.4,64.5,0.9865,16.4,20.8
1/5/2005,20:00:00,1332,14.9,1146,539,1523,1377,13.5,64.7,0.9971,17.3,12.8
1/5/2005,21:00:00,1248,11.9,1046,588,1404,1316,13.4,65.3,0.9967,14.6,14.7
1/5/2005,22:00:00,1182,9.2,947,643,1334,1210,13.2,64.5,0.9732,11.9,8.3
1/5/2005,23:00:00,1059,6,810,764,1200,1002,13.2,62.3,0.9392,7.3,11.1
1/6/2005,0:00:00,1056,5.6,795,783,1187,896,12.5,63.7,0.9196,7.7,13.6
1/6/2005,1:00:00,1064,5.4,785,769,1184,946,12.3,64.6,0.9229,4.9,9.8
1/6/2005,2:00:00,1059,5.4,783,781,1188,877,12.5,63.8,0.9244,3.9,7.6
1/6/2005,3:00:00,991,3.5,681,874,1125,718,12.6,62.7,0.9121,2.1,6
1/6/2005,4:00:00,950,2.5,622,960,1093,643,12,64.6,0.906,2.9,5.9
1/6/2005,5:00:00,1005,3.4,679,875,1120,745,10.7,69.5,0.8919,2.6,4.2
1/6/2005,6:00:00,939,1.8,568,1037,1054,656,12.4,62.6,0.8994,3.3,4.5
1/6/2005,7:00:00,961,2.6,629,1011,1114,682,12.3,62.7,0.8947,5.2,5.4
1/6/2005,8:00:00,1017,4,712,827,1147,829,11.4,66.6,0.8948,19,4.8
1/6/2005,9:00:00,1108,6.2,823,720,1247,961,11.1,70.2,0.9276,26.5,6.3
1/6/2005,10:00:00,1122,5.8,803,733,1225,960,13.4,61,0.9348,15.3,2.6
1/6/2005,11:00:00,1099,6.3,826,739,1223,940,15.9,52.2,0.9377,15.6,2.6
1/6/2005,12:00:00,1124,5.9,805,726,1233,938,15.6,54,0.9515,16.4,2.2
1/6/2005,13:00:00,1186,8.5,921,660,1310,1040,16.3,51.5,0.9462,16.1,3
1/6/2005,14:00:00,1096,6.2,819,733,1238,904,16.5,50.8,0.9442,18.8,1.9
1/6/2005,15:00:00,1120,6.4,829,725,1259,910,16.3,51.9,0.9535,18,2
1/6/2005,16:00:00,1185,7.9,893,666,1312,1011,16.2,53,0.9687,20.1,2.8
1/6/2005,17:00:00,1173,7.7,885,685,1288,1038,15.6,54.8,0.966,17.6,3.3
1/6/2005,18:00:00,1221,8.9,935,642,1323,1144,14.5,57.5,0.944,19.3,3.4
1/6/2005,19:00:00,1330,12.4,1063,578,1419,1352,14,60.1,0.9566,19.7,7.1
1/6/2005,20:00:00,1325,11.3,1027,591,1394,1365,13.5,63,0.9686,24.5,7.4
1/6/2005,21:00:00,1195,8.4,915,666,1295,1245,12.6,65.4,0.9529,18.4,4.3
1/6/2005,22:00:00,1150,7.3,869,694,1252,1203,12,67.5,0.9413,16.6,3.9
1/6/2005,23:00:00,1145,5.9,806,736,1207,1120,10.5,72,0.912,16.2,5.2
1/7/2005,0:00:00,1041,4.3,729,819,1130,972,10,70.9,0.8706,9.6,3.8
1/7/2005,1:00:00,1032,3.6,687,867,1109,878,9.8,70.7,0.8571,11.4,3.5
1/7/2005,2:00:00,1010,3.1,661,881,1100,853,8,75,0.8098,9.1,2.9
1/7/2005,3:00:00,951,2.5,620,938,1077,779,7.9,75.1,0.805,4.3,1.4
1/7/2005,4:00:00,944,2.5,617,944,1039,766,7,77.3,0.7782,4.2,1.1
1/7/2005,5:00:00,862,1.4,540,1110,999,670,7.2,74.4,0.7581,4.7,1
1/7/2005,6:00:00,909,1.8,567,1049,993,694,6.7,75,0.7418,7.3,1.6
1/7/2005,7:00:00,965,3.1,659,973,1059,739,6.4,76.3,0.7389,9.3,3.2
1/7/2005,8:00:00,1102,7.6,884,719,1218,940,6,78.5,0.7377,17.8,15.9
1/7/2005,9:00:00,1226,15.3,1157,552,1464,1201,6.3,77.4,0.7452,20.1,18
1/7/2005,10:00:00,1132,9.3,950,659,1253,1106,7.7,73.8,0.7769,19.6,14.7
1/7/2005,11:00:00,1183,11,1013,632,1306,1186,10.2,61.5,0.7638,16.5,15.1
1/7/2005,12:00:00,1211,10.6,998,605,1298,1302,11.3,58.1,0.7743,17.3,13.4
1/7/2005,13:00:00,1253,11.4,1030,590,1351,1368,10.6,62.3,0.7981,17.7,14.5
1/7/2005,14:00:00,1311,13.1,1088,563,1402,1452,11.1,62,0.8199,15.2,14.7
1/7/2005,15:00:00,1341,14.8,1142,536,1454,1537,12.6,57.7,0.8387,18.2,17
1/7/2005,16:00:00,1432,16.5,1195,509,1513,1651,13.3,56.2,0.8548,17.2,15.3
1/7/2005,17:00:00,1404,16.5,1195,499,1501,1623,11.2,65.3,0.8639,17.6,21.2
1/7/2005,18:00:00,1493,21.5,1337,466,1638,1742,8.8,74.6,0.8434,25.4,43
1/7/2005,19:00:00,1478,22.2,1357,473,1652,1639,7.2,78.5,0.803,28.4,37.2
1/7/2005,20:00:00,1411,20.5,1311,487,1589,1537,6.5,80,0.7789,27.5,16.7
1/7/2005,21:00:00,1387,17.7,1231,523,1487,1463,5.8,83.8,0.7768,23.3,13.4
1/7/2005,22:00:00,1306,15.4,1161,557,1407,1379,5.5,83.5,0.7619,15.2,8.7
1/7/2005,23:00:00,1232,11.6,1035,623,1296,1256,5.8,81.3,0.7568,11.1,7.4
1/8/2005,0:00:00,1277,13,1085,589,1329,1344,5.4,82.6,0.7495,11.5,6.7
1/8/2005,1:00:00,1063,6.7,843,762,1125,1089,6.4,76.3,0.7369,10.2,5
1/8/2005,2:00:00,991,4.6,744,863,1069,949,7,73.6,0.7417,6,3.4
1/8/2005,3:00:00,989,3.8,701,871,1049,933,7.2,72.3,0.7392,6.3,2.4
1/8/2005,4:00:00,972,3.4,674,926,1032,882,7.9,69.3,0.7413,3.7,2.1
1/8/2005,5:00:00,973,3.4,675,903,1029,905,7.4,71.7,0.7434,3.2,2.5
1/8/2005,6:00:00,985,3.6,691,878,1056,902,7.7,71.9,0.7575,3.7,3.5
1/8/2005,7:00:00,1020,4.5,736,854,1069,923,8.1,68,0.7396,8,6.9
1/8/2005,8:00:00,1192,10,978,638,1273,1210,6.7,77.1,0.7597,16.3,16.8
1/8/2005,9:00:00,1325,14.7,1140,542,1403,1468,6.8,77.9,0.7756,24,20.3
1/8/2005,10:00:00,1219,11.3,1026,604,1311,1329,8.9,66.7,0.7634,15.7,25
1/8/2005,11:00:00,1195,10.4,992,632,1251,1295,11.6,54.1,0.7387,16.5,17.2
1/8/2005,12:00:00,1230,11.2,1020,605,1301,1365,13.5,49.4,0.7598,12.8,21.4
1/8/2005,13:00:00,1312,13.1,1087,567,1393,1452,13.8,50.9,0.796,11.3,25.1
1/8/2005,14:00:00,1387,14.3,1127,530,1430,1615,13.4,55.9,0.8588,12.9,28
1/8/2005,15:00:00,1375,12.8,1076,555,1377,1599,12.9,59,0.8736,14.1,26.1
1/8/2005,16:00:00,1532,18.9,1265,482,1578,1777,13.3,59,0.8945,15.8,24.7
1/8/2005,17:00:00,1531,17.9,1235,484,1541,1742,13,61.9,0.9224,19.9,24.5
1/8/2005,18:00:00,1479,16.5,1196,498,1511,1739,12.5,63.6,0.9193,26.6,27.7
1/8/2005,19:00:00,1521,16.9,1208,497,1549,1770,12.2,65.8,0.931,19.8,26
1/8/2005,20:00:00,1616,22.4,1363,442,1701,1918,12.6,65.2,0.9474,13.3,21.7
1/8/2005,21:00:00,1371,13.6,1105,553,1429,1581,13.3,63.6,0.9681,13,6
1/8/2005,22:00:00,1198,9.1,943,647,1307,1291,13.5,62.6,0.9644,7.5,3.3
1/8/2005,23:00:00,1102,6,813,764,1204,1000,14.1,59.6,0.9563,7.8,4.9
1/9/2005,0:00:00,1120,6.3,826,750,1222,974,14,61.4,0.9773,8.8,6.6
1/9/2005,1:00:00,1093,5.5,789,771,1206,949,13.5,63.4,0.9755,6.4,6.7
1/9/2005,2:00:00,1112,5.6,791,764,1216,934,13.2,64.2,0.9706,4.5,4.4
1/9/2005,3:00:00,986,3.4,674,883,1137,730,13.6,62.2,0.9643,3.6,1.5
1/9/2005,4:00:00,934,2.3,609,976,1094,581,13.7,61.1,0.9537,4.2,1.1
1/9/2005,5:00:00,919,1.8,571,1017,1082,521,13.5,63.8,0.9801,6.9,0.9
1/9/2005,6:00:00,929,1.6,556,1035,1094,575,12.5,67.3,0.9743,5,1.2
1/9/2005,7:00:00,919,1.6,552,1063,1080,522,13.2,64.2,0.9664,7.3,2.5
1/9/2005,8:00:00,944,2,586,977,1090,586,13.1,63.4,0.9535,24.5,7.6
1/9/2005,9:00:00,943,1.9,580,980,1074,566,13.8,60.5,0.9526,16.9,7.3
1/9/2005,10:00:00,1036,3.5,683,846,1144,693,13.7,60.4,0.939,17.7,3.7
1/9/2005,11:00:00,1168,5.7,797,698,1235,1022,14,59.7,0.9495,17.1,2.5
1/9/2005,12:00:00,1232,8.1,903,626,1313,1152,15,56.2,0.9539,14.7,2.7
1/9/2005,13:00:00,1236,8.1,901,628,1311,1108,16.9,50.9,0.9714,17.4,4.6
1/9/2005,14:00:00,1278,12.6,1070,557,1479,1110,16.6,52.4,0.981,15.1,6.7
1/9/2005,15:00:00,1369,18.1,1242,476,1669,1306,16.4,53.2,0.9826,14.5,4.3
1/9/2005,16:00:00,1182,8.7,929,648,1324,1029,16.1,52.8,0.9579,16.9,4.3
1/9/2005,17:00:00,1210,8.8,933,648,1327,1094,15.7,54.4,0.9616,24.3,4.1
1/9/2005,18:00:00,1316,14.1,1121,548,1488,1282,15.4,55.3,0.9616,26.1,7.6
1/9/2005,19:00:00,1221,9.3,952,641,1334,1147,15.2,54.7,0.9362,26.4,7
1/9/2005,20:00:00,1260,11.6,1034,588,1402,1208,14.7,56.6,0.9392,25.7,9.6
1/9/2005,21:00:00,1231,9.6,962,625,1348,1192,14.4,58.2,0.9495,18.2,7.8
1/9/2005,22:00:00,1115,5.8,804,734,1220,1136,14.3,59.2,0.9608,6.2,2.4
1/9/2005,23:00:00,1180,7.5,877,680,1297,1131,14,60.4,0.9622,6.7,3.9
1/10/2005,0:00:00,1174,7.4,873,672,1300,1071,13.7,63.6,0.9912,7.5,4.1
1/10/2005,1:00:00,1178,7.4,876,666,1319,1059,13.1,68.7,1.0329,7.5,2.5
1/10/2005,2:00:00,1052,3.9,704,807,1210,909,13.2,69.9,1.0526,6.2,1.3
